"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1994343602588090748","Fri Nov 28 09:52:22 +0000 2025","0","#20TERATAS dengan @inicetee | POSISI 12 : Rizky Febian ft. Adrian Khalif - Alamak | Stay tuned on https://t.co/Ed9diTEZvi or 1098 AM!","1994343602588090748","","","in","","0","0","0","https://x.com/undefined/status/1994343602588090748","36908999",
"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1996479610872275186","Thu Dec 04 07:20:06 +0000 2025","3","Manifesting eaJ x Rizky Febian - Alamak at Spotify Wrapped 2025 Rcti https://t.co/vKEq4gApl3","1996479610872275186","https://pbs.twimg.com/media/G7TrniOaIAI6ax8.jpg","","in","","0","0","0","https://x.com/undefined/status/1996479610872275186","3230473074",
"1996188684283171167","Wed Dec 03 12:12:44 +0000 2025","0","@ROWOON96sir Rizky Febian - Alamak soalnya sehari hari rasanya jatuh cinta terus sama @NAMPING01sir ","1996190865774248075","","ROWOON96sir","in","","0","0","0","https://x.com/undefined/status/1996190865774248075","3247998239",
"1996138901787021737","Wed Dec 03 08:46:15 +0000 2025","0","#2 Alamak by Rizky Febian Adrian Khalif with Faliza &amp; Khaira #Top20Lokal","1996138901787021737","","","in","","0","0","0","https://x.com/undefined/status/1996138901787021737","122141146",
"1995830074625720735","Tue Dec 02 23:34:39 +0000 2025","2","@crmnssta Rizky febian - alamak","1996000087806443937","","crmnssta","in","","0","0","0","https://x.com/undefined/status/1996000087806443937","120072361",
"1995830074625720735","Tue Dec 02 22:43:27 +0000 2025","0","@crmnssta @KevinSepTiaN96 Lagu Rizky febian ka judulnya alamak kalau ada sembilan nyawa mau sama mu saja semuanya ","1995987201214370021","","crmnssta","in","","0","0","0","https://x.com/undefined/status/1995987201214370021","1792828482575351808",
"1995372305497702657","Tue Dec 02 16:03:23 +0000 2025","0","@munvess Akhir-akhir ini lagi dengerin alamak by Rizky Febian itu lagu jatuh cinta","1995886524416885248","","munvess","in","","0","0","0","https://x.com/undefined/status/1995886524416885248","1986343106464391169",
"1995824752150413457","Tue Dec 02 11:57:56 +0000 2025","0","Ini dia the champ di YAMAHA INDO 19. Ternyata masih ada Alamak dari Rizky Febian dan Adrian Khalif Acara ini di dukung oleh YAMAHA. https://t.co/2UPxOgA9z2","1995824752150413457","https://pbs.twimg.com/media/G7KYB9vbgAAXG-D.jpg","","in","","0","0","0","https://x.com/undefined/status/1995824752150413457","1241969261934866432",
"1995763122569621797","Tue Dec 02 07:53:02 +0000 2025","0","list lagu yang wajib di nikahan gue 1. last forever - lany 2. alamak - rizky febian 3. you! - lany","1995763122569621797","","","in","","0","0","0","https://x.com/undefined/status/1995763122569621797","1560211008471175168",
"1995704478310563875","Tue Dec 02 04:00:00 +0000 2025","0"," 1. Sedia Aku Sebelum Hujan - @idgilove ⬇️ 2. Alamak - @rizky_febian ft. @mrmenawan ⬆️ 3. Kacamata - @afgan___ ⬇️ 4. Elu-elukan - @juicyluicyband #TanggaLagu #LaguJuara E49/2025 https://t.co/Dxqom5g17f","1995704478310563875","","","in","","0","0","0","https://x.com/undefined/status/1995704478310563875","4858988537",
"1995529501028266184","Mon Dec 01 16:24:42 +0000 2025","0","Pusing dengerin lagu Alamak by Rizky Febian pake tws gerak mulu suaranya ke kanan ke kiri awalnya asik yaa lama-lama pusing dengerinnya.. : https://t.co/dGEdqjai3p","1995529501028266184","https://pbs.twimg.com/media/G7GLgXZb0AATvwo.jpg","","in","","0","0","0","https://x.com/undefined/status/1995529501028266184","1853001450009530368",
"1995348312279687290","Mon Dec 01 12:40:05 +0000 2025","0","@keonhosundaeee alamak rizky febian chil?","1995472974875365871","","keonhosundaeee","in","","0","1","0","https://x.com/undefined/status/1995472974875365871","1888526991978381312",
"1995420748832477359","Mon Dec 01 09:12:34 +0000 2025","0","[Fancam] @rizky_febian - Alamak at Now Playing Festival Tritan Point Bandung 30112025 https://t.co/H1q3DrggAH","1995420748832477359","https://pbs.twimg.com/amplify_video_thumb/1995420166021337088/img/EmE1I0_BhJcQ5Ab1.jpg","","en","","0","0","0","https://x.com/undefined/status/1995420748832477359","1241165524634963968",
"1995117186910691376","Sun Nov 30 13:37:24 +0000 2025","0","@taesanbnd Nih gw kasih hapalin.. https://t.co/1WdONa618W","1995125009790972377","","taesanbnd","in","","0","1","0","https://x.com/undefined/status/1995125009790972377","940134161217495040",
"1995103829847843190","Sun Nov 30 12:13:14 +0000 2025","0","@zheyuanr 3DAN_Rizky Febian_Alamak #CETESTRUGGLE2025","1995103829847843190","","zheyuanr","in","","0","0","0","https://x.com/undefined/status/1995103829847843190","899664784051773440",
"1995103817151750323","Sun Nov 30 12:13:11 +0000 2025","0","2COOL_Rizky febian&amp;adrian khalif_ Alamak #CETESTRUGGLE2025","1995103817151750323","","","in","","0","0","0","https://x.com/undefined/status/1995103817151750323","1441247912877445129",
"1995103646741418025","Sun Nov 30 12:12:31 +0000 2025","0","@FORTUNE_Rizky Febian &amp; Adrian Khalif_Alamak #CETESTRUGGLE2025","1995103646741418025","","","in","","0","0","0","https://x.com/undefined/status/1995103646741418025","846387798860976128",
"1994657750065058083","Sat Nov 29 06:40:41 +0000 2025","0","Alamak - Rizky Febian &amp; Adrian Khalif / GRXXX Cover https://t.co/Jp2RcnF9ud lewat YouTube","1994657750065058083","","","in","","0","1","0","https://x.com/undefined/status/1994657750065058083","1205426163918589952",
"1994343602588090748","Fri Nov 28 09:52:22 +0000 2025","0","#20TERATAS dengan @inicetee | POSISI 12 : Rizky Febian ft. Adrian Khalif - Alamak | Stay tuned on https://t.co/Ed9diTEZvi or 1098 AM!","1994343602588090748","","","in","","0","0","0","https://x.com/undefined/status/1994343602588090748","36908999",
"1994054374927077641","Thu Nov 27 14:43:05 +0000 2025","0","PlayNow || @rizky_febian ft @mrmenawan - Alamak di 100 4 @RewakoF #REMPE #REwakoMusikPopulEr bareng Ipit. https://t.co/pWNxas7814","1994054374927077641","https://pbs.twimg.com/media/G6xNyZLbUAAwLtg.jpg","","in","","0","0","0","https://x.com/undefined/status/1994054374927077641","2489736132",
"1993243168335343801","Thu Nov 27 12:26:44 +0000 2025","0","@UpOnChronos SAY MY NAME - iLy Rizky Febian feat Adrian Khalif - Alamak","1994020061464678891","","UpOnChronos","in","","0","0","0","https://x.com/undefined/status/1994020061464678891","1378788428",
"1993851033760784445","Thu Nov 27 01:15:05 +0000 2025","0","Kalo kata rizky febian sih: Alamak inikah jatuh cinta? ","1993851033760784445","","","in","","0","1","0","https://x.com/undefined/status/1993851033760784445","1888844298881490946",
"1993604631595794439","Wed Nov 26 08:55:58 +0000 2025","0","#1 Alamak by Rizky Febian Adrian Khalif with Faliza &amp; Khaira #Top20Lokal","1993604631595794439","","","in","","0","0","0","https://x.com/undefined/status/1993604631595794439","122141146",
"1993303014829101553","Tue Nov 25 14:58:29 +0000 2025","0","@kangbru Rizky Febian Alamak. Asbun aja si aku ","1993333473432813732","","kangbru","in","","0","1","0","https://x.com/undefined/status/1993333473432813732","1607964898319032322",
"1993167763373015526","Tue Nov 25 04:00:00 +0000 2025","0"," 1. Alamak - @rizky_febian ft. @mrmenawan ↔️ 2. Sedia Aku Sebelum Hujan - @idgilove ⬆️ 3. Elu-elukan - @juicyluicyband ⬇️ 4. Kacamata - @afgan___ #TanggaLagu #LaguJuara E48/2025 https://t.co/Dxqom5g17f","1993167763373015526","","","in","","0","0","0","https://x.com/undefined/status/1993167763373015526","4858988537",
"1993103615632822316","Mon Nov 24 23:47:26 +0000 2025","0","@MUSIKMENFESS Lagi suka Alamak sama Malam Rawan by Rizky Febian","1993104203150221697","","MUSIKMENFESS","in","","0","0","0","https://x.com/undefined/status/1993104203150221697","521927960",
"1993008499060883956","Mon Nov 24 17:38:25 +0000 2025","0","alamak - rizky febian &amp; pak suami https://t.co/irzsHU2MNa","1993011337648390367","https://pbs.twimg.com/amplify_video_thumb/1993011280958177283/img/-lWMSFvM-tWFyulV.jpg","slayyytanic","in","","0","2","0","https://x.com/undefined/status/1993011337648390367","1388932817363431424",
"1992947856462713313","Mon Nov 24 14:07:20 +0000 2025","0","@cortisfess Seonghyeon: Sempurna - by Andra &amp; the backbone keonho: alamak - by Rizky Febian Adrian Khalif juhoon: Untuk Perempuan Yang Sedang di Pelukan - by Payung Teduh james: Lesung Pipi by Raim Laode Martin: I Love You - by Judika lagunya kek cocok aja gitu di mereka","1992958215081058482","","cortisfess","in","","0","0","0","https://x.com/undefined/status/1992958215081058482","1546868976369954816",
"1992889993266888960","Mon Nov 24 13:07:48 +0000 2025","0","Seperti biasa poin kasihan 10 65p! Ronde ke 3 Lagu Alamak - Rizky Febian Kalau ada sembilan nyawa .. Reply sampai pukul 20.12 WIB","1992943232582598835","","nadoomollaa","in","","0","45","0","https://x.com/undefined/status/1992943232582598835","1808403310082433024",
"1992862446021914966","Mon Nov 24 07:46:47 +0000 2025","0","Rizky Febian bersama Adrian Khalif lewat single Alamak resmi masuk nominasi Collaboration of The Year di #IMA2025 Vote sekarang melalui aplikasi Langit Musik dan jadikan karya ini juara tahun ini. Klik https://t.co/HhKv3kZMbl https://t.co/PPvQmPpYoJ","1992862446021914966","https://pbs.twimg.com/media/G6gRuK5bQAAR5QT.jpg","","in","","0","0","0","https://x.com/undefined/status/1992862446021914966","115588582",
"1992573463559901355","Sun Nov 23 12:45:08 +0000 2025","0","@Radio__RPW NIKI - Tsunami Rizky Febian ft Adrian Khalif - Alamak","1992575141449286133","","Radio__RPW","in","","0","0","0","https://x.com/undefined/status/1992575141449286133","1914254453584371712",
"1992532408995029037","Sun Nov 23 09:55:20 +0000 2025","0","DUH LG JLN DI MALL TBTB AD RIZKY FEBIAN BAWAIN ALAMAK KEINGET JACOB PLS INI GUA BNRN GABOLEH KELAR PCD KAHH STRES BGT","1992532408995029037","","","in","","0","0","0","https://x.com/undefined/status/1992532408995029037","1886600105949847552",
"1991886966930145718","Sun Nov 23 01:16:48 +0000 2025","0","@pawsmindd Alamak-rizky febian","1992401917008630183","","pawsmindd","in","","0","0","0","https://x.com/undefined/status/1992401917008630183","77114162",
"1992397689900986702","Sun Nov 23 01:00:00 +0000 2025","94","cover so good i had to make one myself. here's my fav part! arranged by yours truly. 『Alamak』Rizky Febian &amp; Adrian Khalif - Eve ver. pls someone ajarin aku cara mixing instrument???? #Alamak #RizkyFebian #AdrianKhalif #Vtuber #VtuberID https://t.co/HqwSG6fh4y","1992397689900986702","https://pbs.twimg.com/amplify_video_thumb/1992322946078253056/img/mCsWjhAVoqlPT65D.jpg","","en","","2","9","14","https://x.com/undefined/status/1992397689900986702","1744280726177193984",
"1992384367696679047","Sun Nov 23 00:07:04 +0000 2025","0","Ini spotify hbs muter lagu Alamak -Rizky Febian di lanjut Terserah-Raisa. Sebenernya mau kasmaran apa galau si wqwq yg denger jd bingung.","1992384367696679047","","","in","","0","1","0","https://x.com/undefined/status/1992384367696679047","1750851519141040128",
"1992284938432073905","Sat Nov 22 17:31:58 +0000 2025","0","now playing Alamak - Rizky Febian https://t.co/YWbxDu3OpH","1992284938432073905","https://pbs.twimg.com/amplify_video_thumb/1992194680499691520/img/Pp_5TkYB754POudK.jpg","","in","","0","0","0","https://x.com/undefined/status/1992284938432073905","1790224360290279424",
"1992219221972090998","Sat Nov 22 13:36:45 +0000 2025","0","@lynorace @voyagepapi @mizhgitani @assaenam @kiittseun 29. ⁠Rizky Febian - Alamak 30. ⁠Di tinggal 31. ⁠Pict 32. ⁠Bae Suzy Sana Han Kyung Aiki KYOKA 33. ⁠Waktu di kira jd selingkuhan wkwk pdhl dia udah putus baru mantannya deketin gua 34. ⁠KARENA DIA KEREN KAYAK PREMAN PASAR 35. ⁠gada pinned 36. ⁠DRINK https://t.co/80R6ZnqDWD","1992225743045366232","https://pbs.twimg.com/media/G6XOuNqbwAAOR0_.jpg","kyoka_rb","in","","0","1","0","https://x.com/undefined/status/1992225743045366232","1421366808687177733",
"1991903213570937282","Sat Nov 22 09:39:46 +0000 2025","1","@lemonlyme44 Adrian Khalif ruu yang nyanyi alamak ft Rizky Febian wkk Kalo yg cewe istrinya","1992166104467382731","","lemonlyme44","in","","0","1","0","https://x.com/undefined/status/1992166104467382731","368107966",
"1992139431491535303","Sat Nov 22 07:53:47 +0000 2025","0","#NP Alamak - @rizky_febian ft #adriankhalif #Opluss @dutafm_ambon","1992139431491535303","","","in","","0","0","0","https://x.com/undefined/status/1992139431491535303","1271045864744574982",
"1992060465187578333","Sat Nov 22 02:40:00 +0000 2025","0","Rizky Febian menjadi pembuka dalam acara TikTok Awards yang diselenggarakan malam hari ini (Jumat 21/11/2025). Selain itu Rizky Febian juga sempat berduet bersama Adrian Khalif dengan menyanyikan lagu berjudul Alamak . https://t.co/qdwDTK9XUy","1992060465187578333","https://pbs.twimg.com/amplify_video_thumb/1992051260464525312/img/fepDN0KgPxnwTW5q.jpg","","in","","0","0","0","https://x.com/undefined/status/1992060465187578333","786549338818224128",
"1992048833665396841","Sat Nov 22 01:53:47 +0000 2025","1","Line up indonesian artist di acara spotify itu keren-keren ugha. Pulang dari acara kayaknya update-an foto2 h2h di IG pake lagu no na atau alamak adrian khalif &amp; rizky febian. . Apa malah lagu galaunya mahalini? Wwkk","1992048833665396841","","","in","","0","0","0","https://x.com/undefined/status/1992048833665396841","1915361498970677250",
"1991844371722035375","Fri Nov 21 12:33:49 +0000 2025","0","@achqeelovely Eh bukan ini yg ini tp alamak duet smaa Rizky Febian","1991847518897082641","","achqeelovely","in","","0","1","0","https://x.com/undefined/status/1991847518897082641","1106931219134971904",
"1991730496322302178","Fri Nov 21 04:48:49 +0000 2025","0","rizky febian - alamak enaknyo https://t.co/jHrufHfcj6","1991730496322302178","https://pbs.twimg.com/media/G6QMUqzacAAnhg0.jpg","","in","","0","5","0","https://x.com/undefined/status/1991730496322302178","1610242436198174732",
"1991445413216567673","Fri Nov 21 03:22:50 +0000 2025","0","@Somethinc4u Seperti lagu Rizky Febian dan Adrian Khalif min ada 9 produkkk Alamak inikah jatuh cintaaa dengan produk somethinc ","1991708855806661073","","Somethinc4u","in","","0","0","0","https://x.com/undefined/status/1991708855806661073","108950886",
"1991433460024741964","Thu Nov 20 13:18:33 +0000 2025","0","okkk good game gais bener yaa lagunya rizky febian - alamak kayak biasa yang ga direply tambahin +100 yang telat +50 aje deh https://t.co/oNFWghuVtl","1991496388094677175","https://pbs.twimg.com/media/G6M3aTnbsAAj5Ik.jpg","StrivenGyuvin","in","","6","1","0","https://x.com/undefined/status/1991496388094677175","2331340513",
"1991495515784286340","Thu Nov 20 13:17:10 +0000 2025","0","@rumahnyaacha APA SII ALAMAK MULU RIZKY FEBIAN LU","1991496037471777154","","rumahnyaacha","in","","0","0","0","https://x.com/undefined/status/1991496037471777154","1303235879519965184",
"1991308828168839359","Thu Nov 20 00:53:16 +0000 2025","1","Aku biasanya ga suka lagu indonesia yang liriknya banyak pake bahasa sehari2 (instead of bahasa baku/puitis) krn geli tp menurutku Alamak by Rizky Febian and Adrian Khalif has brilliant song writing. It works really well; the rhyme flow and all Masi mabok alamak sampe skrg","1991308828168839359","","","in","","0","0","0","https://x.com/undefined/status/1991308828168839359","1422883924317933569",
"1991151201434694114","Wed Nov 19 14:26:54 +0000 2025","0","PlayNow || @rizky_febian ft @mrmenawan - Alamak di 100 4 @RewakoFm #REMPE #REwakoMusikPopulEr bareng Ipit. https://t.co/nJankkZvYd","1991151201434694114","https://pbs.twimg.com/media/G6H9dh-bsAAbzeQ.jpg","","in","","0","0","0","https://x.com/undefined/status/1991151201434694114","2489736132",
"1991121783446233251","Wed Nov 19 12:30:01 +0000 2025","174","WE'RE NOT DONE YET... Alamak - Rizky Febian &amp; Adrian Khalif / GRXXX Cover ... BUT JAPANESE VERSION! https://t.co/xciScal7Zq ⏰ 2025.11.22 | 17:00 WIB @AveKanehoshii @daem_MIA @ReynardBlanc 君と一緒が最高だな～️ #GRXXX https://t.co/Ybikg5IzHr","1991121783446233251","https://pbs.twimg.com/media/G585aQqa4AAuADi.jpg","","ja","","3","2","59","https://x.com/undefined/status/1991121783446233251","1256642339113594880",
"1991121781965631783","Wed Nov 19 12:30:00 +0000 2025","231","WE'RE NOT DONE YET... Alamak - Rizky Febian &amp; Adrian Khalif / GRXXX Cover ... BUT JAPANESE VERSION! https://t.co/C9WsoMawOf ⏰ 2025.11.22 | 17:00 WIB @AkemiNekomachi @daem_MIA @ReynardBlanc 熱い炎のような君に恋を、落ちた #GRXXX https://t.co/tKHigmcM8X","1991121781965631783","https://pbs.twimg.com/media/G6FVXQ6bgAA89JJ.jpg","","ja","","0","9","57","https://x.com/undefined/status/1991121781965631783","1519796360156901377",
"1991121780287631631","Wed Nov 19 12:30:00 +0000 2025","217","WE'RE NOT DONE YET... Alamak - Rizky Febian &amp; Adrian Khalif / GRXXX Cover ... BUT JAPANESE VERSION! https://t.co/SCMsqTT6yx ⏰ 2025.11.22 | 17:00 WIB @AkemiNekomachi @AveKanehoshii @ReynardBlanc 君を掴むなら　二度と眠らない... #GRXXX https://t.co/9m9hTxoUaS","1991121780287631631","https://pbs.twimg.com/media/G57xX8QboAAB2eF.jpg","","ja","","6","6","64","https://x.com/undefined/status/1991121780287631631","1289835448185917445",
"1991121780082160124","Wed Nov 19 12:30:00 +0000 2025","174","WE'RE NOT DONE YET... Alamak - Rizky Febian &amp; Adrian Khalif / GRXXX Cover ... BUT JAPANESE VERSION! https://t.co/Ww2wYRdtfr ⏰ 2025.11.22 | 17:00 WIB @AkemiNekomachi @AveKanehoshii @daem_MIA 開けてよ...~ #GRXXX https://t.co/W7xKw7xQmp","1991121780082160124","https://pbs.twimg.com/media/G58-9SXboAAZF0-.jpg","","ja","","0","3","49","https://x.com/undefined/status/1991121780082160124","1270044579232804866",
"1991065984346857507","Wed Nov 19 08:48:17 +0000 2025","0","#2 Alamak by Rizky Febian Adrian Khalif with Faliza &amp; Khaira #Top20Lokal","1991065984346857507","","","in","","0","0","0","https://x.com/undefined/status/1991065984346857507","122141146",
"1991004317252530492","Wed Nov 19 04:43:14 +0000 2025","2","Rizky Febian &amp; Adrian Khalif - Alamak (Official Lyric Video) https://t.co/XPB0a2wikI via @YouTube","1991004317252530492","","","in","","0","0","1","https://x.com/undefined/status/1991004317252530492","780331081",
"1992139431491535303","Sat Nov 22 07:53:47 +0000 2025","0","#NP Alamak - @rizky_febian ft #adriankhalif #Opluss @dutafm_ambon","1992139431491535303","","","in","","0","0","0","https://x.com/undefined/status/1992139431491535303","1271045864744574982",
"1992060465187578333","Sat Nov 22 02:40:00 +0000 2025","0","Rizky Febian menjadi pembuka dalam acara TikTok Awards yang diselenggarakan malam hari ini (Jumat 21/11/2025). Selain itu Rizky Febian juga sempat berduet bersama Adrian Khalif dengan menyanyikan lagu berjudul Alamak . https://t.co/qdwDTK9XUy","1992060465187578333","https://pbs.twimg.com/amplify_video_thumb/1992051260464525312/img/fepDN0KgPxnwTW5q.jpg","","in","","0","0","0","https://x.com/undefined/status/1992060465187578333","786549338818224128",
"1992048833665396841","Sat Nov 22 01:53:47 +0000 2025","1","Line up indonesian artist di acara spotify itu keren-keren ugha. Pulang dari acara kayaknya update-an foto2 h2h di IG pake lagu no na atau alamak adrian khalif &amp; rizky febian. . Apa malah lagu galaunya mahalini? Wwkk","1992048833665396841","","","in","","0","0","0","https://x.com/undefined/status/1992048833665396841","1915361498970677250",
"1991844371722035375","Fri Nov 21 12:33:49 +0000 2025","0","@achqeelovely Eh bukan ini yg ini tp alamak duet smaa Rizky Febian","1991847518897082641","","achqeelovely","in","","0","1","0","https://x.com/undefined/status/1991847518897082641","1106931219134971904",
"1991730496322302178","Fri Nov 21 04:48:49 +0000 2025","0","rizky febian - alamak enaknyo https://t.co/jHrufHfcj6","1991730496322302178","https://pbs.twimg.com/media/G6QMUqzacAAnhg0.jpg","","in","","0","5","0","https://x.com/undefined/status/1991730496322302178","1610242436198174732",
"1991445413216567673","Fri Nov 21 03:22:50 +0000 2025","0","@Somethinc4u Seperti lagu Rizky Febian dan Adrian Khalif min ada 9 produkkk Alamak inikah jatuh cintaaa dengan produk somethinc ","1991708855806661073","","Somethinc4u","in","","0","0","0","https://x.com/undefined/status/1991708855806661073","108950886",
"1991433460024741964","Thu Nov 20 13:18:33 +0000 2025","0","okkk good game gais bener yaa lagunya rizky febian - alamak kayak biasa yang ga direply tambahin +100 yang telat +50 aje deh https://t.co/oNFWghuVtl","1991496388094677175","https://pbs.twimg.com/media/G6M3aTnbsAAj5Ik.jpg","StrivenGyuvin","in","","6","1","0","https://x.com/undefined/status/1991496388094677175","2331340513",
"1991495515784286340","Thu Nov 20 13:17:10 +0000 2025","0","@rumahnyaacha APA SII ALAMAK MULU RIZKY FEBIAN LU","1991496037471777154","","rumahnyaacha","in","","0","0","0","https://x.com/undefined/status/1991496037471777154","1303235879519965184",
"1991308828168839359","Thu Nov 20 00:53:16 +0000 2025","1","Aku biasanya ga suka lagu indonesia yang liriknya banyak pake bahasa sehari2 (instead of bahasa baku/puitis) krn geli tp menurutku Alamak by Rizky Febian and Adrian Khalif has brilliant song writing. It works really well; the rhyme flow and all Masi mabok alamak sampe skrg","1991308828168839359","","","in","","0","0","0","https://x.com/undefined/status/1991308828168839359","1422883924317933569",
"1991151201434694114","Wed Nov 19 14:26:54 +0000 2025","0","PlayNow || @rizky_febian ft @mrmenawan - Alamak di 100 4 @RewakoFm #REMPE #REwakoMusikPopulEr bareng Ipit. https://t.co/nJankkZvYd","1991151201434694114","https://pbs.twimg.com/media/G6H9dh-bsAAbzeQ.jpg","","in","","0","0","0","https://x.com/undefined/status/1991151201434694114","2489736132",
"1991121783446233251","Wed Nov 19 12:30:01 +0000 2025","174","WE'RE NOT DONE YET... Alamak - Rizky Febian &amp; Adrian Khalif / GRXXX Cover ... BUT JAPANESE VERSION! https://t.co/xciScal7Zq ⏰ 2025.11.22 | 17:00 WIB @AveKanehoshii @daem_MIA @ReynardBlanc 君と一緒が最高だな～️ #GRXXX https://t.co/Ybikg5IzHr","1991121783446233251","https://pbs.twimg.com/media/G585aQqa4AAuADi.jpg","","ja","","3","2","59","https://x.com/undefined/status/1991121783446233251","1256642339113594880",
